adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,poverty_incidence_2023,poverty_standard_error_2023,poverty_coefficient_of_variation_2023,poverty_ci_lower_2023,poverty_ci_upper_2023,poverty_threshold_php_2023,poverty_precision_flag,poverty_source_year,poverty_source_type,poverty_join_status,registry_clinical,osm_health,registry_gap_share,buildings_p85,underobserved_buildings_adm3_p85_proxy,gap_poverty_context_p85_proxy,poverty_source_label,poverty_source_url,area_sqkm,buildings_all,buildings_p90,building_area_m2_all,building_area_m2_p85,building_area_m2_p90,buildings_p85_per_sqkm,registry_all,registry_principal,osm_hospital,osm_clinic,osm_doctors,registry_minus_osm_clinical,osm_to_registry_clinical_ratio
Region VI (Western Visayas),PH06,Guimaras,PH06079,Jordan (Capital),PH0607902,7.3285,1.0246,13.981,5.643,9.014,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,18,2,0.8889,5272,4686,343.0,Jordan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,104.0504,14516,2498,937767.6,561205.9,352336.3,50.67,24,4,1,0,1,16,0.1111
Region X (Northern Mindanao),PH10,Misamis Occidental,PH10042,Tudela,PH1004216,28.9075,1.738,6.0124,26.0484,31.7665,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,17,2,0.8824,5303,4679,1353.0,Tudela,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,114.5326,9456,2357,640683.9,482268.9,293906.9,46.3,17,3,0,0,2,15,0.1176
Region II (Cagayan Valley),PH02,Isabela,PH02031,Burgos,PH0203105,16.3792,2.6507,16.1831,12.0189,20.7396,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,16,0,1.0,4667,4667,764.0,Burgos,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,77.2779,15162,1692,1077641.0,621035.0,354632.5,60.39,18,2,0,0,0,16,0.0
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Jaro,PH0803723,33.4499,1.493,4.4633,30.994,35.9059,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,3,0.7692,6056,4658,1558.0,Jaro,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,187.1805,12559,2892,750271.6,467315.0,275600.4,32.35,14,4,0,1,2,10,0.2308
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,Bayog,PH0907303,43.1044,3.1257,7.2515,37.9626,48.2462,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,16,1,0.9375,4969,4658,2008.0,Bayog,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,265.2764,8771,2105,554636.1,414558.3,240338.3,18.73,16,2,0,0,1,15,0.0625
Region III (Central Luzon),PH03,Zambales,PH03071,Iba (Capital),PH0307105,13.3675,1.8665,13.9634,10.297,16.4379,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,5,0.7368,6318,4655,622.0,Iba,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,140.3483,21851,2306,1965548.3,1112883.7,653403.2,45.02,28,6,3,0,2,14,0.2632
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Lagonoy,PH0501717,33.6274,2.0239,6.0185,30.2982,36.9567,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,40,0,1.0,4600,4600,1547.0,Lagonoy,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,384.2372,17797,1653,992190.4,419597.3,202925.2,11.97,43,2,0,0,0,40,0.0
Region VII (Central Visayas),PH07,Cebu,PH07022,Dalaguete,PH0702222,26.5295,3.4302,12.9296,20.8869,32.1721,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,39,4,0.8974,5126,4600,1220.0,Dalaguete,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,143.2893,14767,2343,949692.6,537066.5,337412.7,35.77,39,5,2,0,2,35,0.1026
Region I (Ilocos Region),PH01,Pangasinan,PH01055,Balungao,PH0105507,10.7434,1.8374,17.1025,7.7209,13.7659,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,3,0.8696,5289,4599,494.0,Balungao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,68.3351,16541,2038,1089021.1,638995.9,361381.7,77.4,25,3,1,1,1,20,0.1304
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Tagudin,PH0102933,5.8773,1.002,17.0487,4.229,7.5255,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,49,3,0.9388,4898,4598,270.0,Tagudin,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,58.5168,19290,1406,1345169.2,590426.1,237254.6,83.7,58,3,1,1,1,46,0.0612
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Maguindanao del Sur,PH19088,Ampatuan,PH1908801,40.9248,3.4095,8.3313,35.3161,46.5335,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,4591,4591,1879.0,Ampatuan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,222.0674,8271,1751,492107.5,353507.0,189188.1,20.67,7,4,0,0,0,7,0.0
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Valencia (Luzurriaga),PH0704623,16.5433,2.1924,13.2526,12.9367,20.1498,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,27,1,0.963,4762,4586,759.0,Valencia,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,162.806,12034,2382,981261.1,604843.7,387398.1,29.25,27,2,0,0,1,26,0.037
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Amulung,PH0201504,12.1117,1.5751,13.005,9.5206,14.7027,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,57,1,0.9825,4655,4574,554.0,Amulung,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,287.5873,22980,996,1353430.4,482688.6,161527.4,16.19,58,3,0,0,1,56,0.0175
Region V (Bicol Region),PH05,Masbate,PH05041,Milagros,PH0504112,23.5449,1.97,8.3671,20.3042,26.7856,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,22,0,1.0,4564,4564,1075.0,Milagros,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,478.5912,14505,1746,780724.2,375743.8,196767.4,9.54,22,2,0,0,0,22,0.0
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Binalbagan,PH0604503,20.538,4.5537,22.1723,13.0471,28.0289,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,1,0.9565,4767,4560,937.0,Binalbagan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,184.8751,19191,1861,1379898.6,671820.0,378374.2,25.78,26,5,1,0,0,22,0.0435
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Valladolid,PH0604530,20.2271,3.3113,16.3707,14.7799,25.6742,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,1,0.9474,4781,4530,916.0,Valladolid,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,40.241,16198,2128,943483.3,498646.5,305126.0,118.81,21,3,1,0,0,18,0.0526
Region V (Bicol Region),PH05,Masbate,PH05041,Uson,PH0504121,23.6814,1.8259,7.7104,20.6778,26.685,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,37,1,0.973,4643,4518,1070.0,Uson,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,235.5114,13273,1658,673039.4,333742.6,156464.5,19.71,37,1,1,0,0,36,0.027
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Bato,PH0501703,28.5724,1.9068,6.6737,25.4357,31.7091,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,42,0,1.0,4515,4515,1290.0,Bato,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,83.6617,16188,1819,869280.0,375253.7,194733.7,53.97,42,9,0,0,0,42,0.0
Region VI (Western Visayas),PH06,Iloilo,PH06030,San Dionisio,PH0603038,20.6893,1.6463,7.9574,17.9811,23.3975,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,8,0,1.0,4515,4515,934.0,San Dionisio,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,118.5908,15097,1874,867649.1,440511.7,254666.8,38.07,8,2,0,0,0,8,0.0
Mimaropa Region,PH17,Palawan,PH17053,Coron,PH1705309,18.705,2.3119,12.3599,14.9019,22.5081,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,22,6,0.7273,6206,4514,844.0,Coron,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,694.3665,20449,2416,1228831.2,633309.1,366142.1,8.94,23,2,1,5,0,16,0.2727
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,City of Sipalay,PH0604527,33.5635,3.2109,9.5667,28.2816,38.8454,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,21,1,0.9524,4739,4513,1515.0,City of Sipalay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,327.4692,14780,1799,982540.6,493219.4,269362.1,14.47,24,3,1,0,0,20,0.0476
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Zamboanguita,PH0704625,24.7783,3.5655,14.3895,18.9131,30.6435,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,0,1.0,4496,4496,1114.0,Zamboanguita,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,153.4332,11555,2123,775140.5,473914.1,295638.2,29.3,15,2,0,0,0,13,0.0
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Ocampo,PH0501725,29.9114,2.0763,6.9415,26.4959,33.3269,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,30,1,0.9667,4648,4493,1344.0,Ocampo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,118.371,17899,1610,920799.6,425871.3,241106.5,39.27,31,5,1,0,0,29,0.0333
Mimaropa Region,PH17,Oriental Mindoro,PH17052,Bansud,PH1705202,20.6271,2.3879,11.5765,16.699,24.5551,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,3,0.8,5593,4474,923.0,Bansud,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,345.372,17311,2169,1139809.6,573037.2,287377.9,16.19,17,2,1,1,1,12,0.2
Region XI (Davao Region),PH11,Davao del Norte,PH11023,San Isidro,PH1102324,22.8064,3.4296,15.0378,17.1648,28.4481,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,1,0.9333,4785,4466,1019.0,San Isidro,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,163.4995,9723,1887,552697.8,367591.8,190553.0,29.27,16,2,0,0,1,14,0.0667
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Leyte,PH0803729,38.69,2.4623,6.3642,34.6395,42.7405,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,0,1.0,4452,4452,1722.0,Leyte,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,180.6444,14029,1710,667338.5,317046.0,165537.7,24.65,14,3,0,0,0,13,0.0
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Ilog,PH0604513,32.6904,3.9016,11.9351,26.2722,39.1085,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,22,1,0.9545,4645,4434,1449.0,Ilog,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,294.0324,17509,1593,962248.2,419380.8,200316.0,15.8,23,4,0,0,1,21,0.0455
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Maguindanao del Sur,PH19088,Datu Piang,PH1908806,48.0489,8.2791,17.2307,34.4297,61.668,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,0,1.0,4425,4425,2126.0,Datu Piang,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,55.792,8379,1839,476239.1,326614.1,176203.6,79.31,14,5,0,0,0,14,0.0
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Piagapo,PH1903621,24.9535,4.027,16.1382,18.329,31.578,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,6,0,1.0,4416,4416,1102.0,Piagapo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,119.7112,7165,2306,448636.2,349343.3,221650.7,36.89,6,2,0,0,0,6,0.0
Region I (Ilocos Region),PH01,Pangasinan,PH01055,Dagupan City,PH0105518,10.5457,1.4474,13.7251,8.1647,12.9267,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,42,33,0.2143,20597,4414,465.0,City of Dagupan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,43.1931,69036,7607,4883084.6,2811880.1,1586489.7,476.86,77,21,12,17,4,9,0.7857
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,City of Borongan (Capital),PH0802604,25.9359,1.0677,4.1167,24.1795,27.6923,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,11,0.5217,8459,4413,1145.0,City of Borongan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,632.0059,24186,4015,1528972.5,873375.7,553369.3,13.38,29,6,4,4,3,12,0.4783
Region VII (Central Visayas),PH07,Bohol,PH07012,Loon,PH0701230,17.3817,1.158,6.6623,15.4767,19.2866,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,18,1,0.9444,4662,4403,765.0,Loon,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,98.6955,13650,1804,1037290.9,522554.4,269413.5,47.24,19,5,1,0,0,17,0.0556
Region V (Bicol Region),PH05,Masbate,PH05041,San Pascual,PH0504120,25.9865,1.8396,7.0789,22.9604,29.0125,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,24,1,0.9583,4586,4395,1142.0,San Pascual,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,256.4546,13372,1570,644530.1,319344.3,142461.8,17.88,24,2,1,0,0,23,0.0417
Region VII (Central Visayas),PH07,Bohol,PH07012,Pilar,PH0701234,23.5031,3.0371,12.9221,18.5071,28.4991,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,24,1,0.9583,4584,4393,1032.0,Pilar,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,114.382,14352,1908,873601.7,463239.9,259092.5,40.08,24,3,0,0,1,23,0.0417
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Kolambugan,PH1003508,29.2008,1.6988,5.8177,26.4062,31.9954,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,20,2,0.9,4866,4379,1279.0,Kolambugan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,66.5847,9206,2094,542775.0,386205.6,231150.9,73.08,20,2,1,0,1,18,0.1
Region III (Central Luzon),PH03,Zambales,PH03071,Masinloc,PH0307106,17.0294,1.6982,9.9723,14.2358,19.823,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,1,0.9286,4711,4375,745.0,Masinloc,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,248.407,19660,1496,1385331.6,652181.5,318127.9,18.96,20,2,0,1,0,13,0.0714
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Daram,PH0806006,38.0869,2.4517,6.4372,34.0538,42.12,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,0,1.0,4366,4366,1663.0,Daram,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,104.2867,11462,1915,593792.0,323106.1,183904.9,41.87,14,3,0,0,0,14,0.0
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Lupi,PH0501719,28.1278,2.2154,7.8762,24.4835,31.7722,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,41,0,1.0,4360,4360,1226.0,Lupi,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,198.5007,14240,1731,692556.9,338106.2,177856.9,21.96,41,3,0,0,0,41,0.0
Region I (Ilocos Region),PH01,Ilocos Norte,PH01028,Pasuquin,PH0102817,4.1526,0.8585,20.6736,2.7404,5.5648,,cv_20_to_30_caution,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,2,0.7143,6091,4351,181.0,Pasuquin,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,176.674,17786,2386,1180241.6,692156.3,373009.3,34.48,8,1,0,0,2,5,0.2857
Region IV-A (Calabarzon),PH04,Batangas,PH04010,San Luis,PH0401024,6.5711,0.7823,11.9052,5.2842,7.858,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,11,4,0.6364,6832,4348,286.0,San Luis,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,37.6965,15461,3649,1218070.4,847158.2,576478.9,181.24,12,3,1,2,1,7,0.3636
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,Pitogo,PH0907338,38.3027,5.4221,14.1559,29.3834,47.222,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,4345,4345,1664.0,Pitogo,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,74.147,7566,1693,463996.1,329442.4,165820.8,58.6,7,1,0,0,0,7,0.0
Region IX (Zamboanga Peninsula),PH09,Zamboanga Sibugay,PH09083,Mabuhay,PH0908307,29.1669,3.4342,11.7745,23.5176,34.8162,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,7,0,1.0,4345,4345,1267.0,Mabuhay,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,79.9079,7544,1736,429408.3,311706.9,168739.4,54.38,7,1,0,0,0,7,0.0
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Norte,PH09072,Gutalac,PH0907223,43.3925,3.3035,7.613,37.9582,48.8267,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,35,0,1.0,4342,4342,1884.0,Gutalac,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,398.6824,7098,1903,465724.4,352757.3,202033.2,10.89,35,2,0,0,0,35,0.0
Region III (Central Luzon),PH03,Nueva Ecija,PH03049,Quezon,PH0304922,11.5541,1.5588,13.4917,8.9898,14.1184,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,14,0,1.0,4340,4340,501.0,Quezon,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,64.1067,20768,1164,1256683.2,503299.5,203258.5,67.7,17,1,0,0,0,14,0.0
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Dauin,PH0704609,29.643,3.5109,11.8439,23.8676,35.4184,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,23,2,0.913,4733,4321,1281.0,Dauin,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,80.7769,12787,2351,883543.3,530437.0,344134.2,58.59,24,2,0,0,2,21,0.087
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Canaman,PH0501710,18.0908,1.7785,9.8308,15.1652,21.0164,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,26,0,1.0,4311,4311,780.0,Canaman,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,41.9823,13186,1828,734389.8,388343.2,217107.7,102.69,26,2,0,0,0,26,0.0
Region VI (Western Visayas),PH06,Antique,PH06006,San Jose (Capital),PH0600613,7.0825,0.8431,11.9039,5.6956,8.4694,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,37,8,0.7838,5474,4291,304.0,San Jose,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,44.7282,15732,2497,1491390.6,874578.5,543723.7,122.38,48,8,4,2,2,29,0.2162
Region VI (Western Visayas),PH06,Iloilo,PH06030,Guimbal,PH0603020,7.4324,0.9392,12.6366,5.8874,8.9774,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,11,2,0.8182,5231,4280,318.0,Guimbal,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,43.2918,16505,2468,1018776.1,555845.7,344365.7,120.83,15,2,1,0,1,9,0.1818
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Norte,PH09072,Tampilisan,PH0907221,43.0191,3.8789,9.0167,36.6382,49.3999,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,19,0,1.0,4278,4278,1840.0,Tampilisan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,144.5509,6871,1957,470930.1,365352.8,222198.7,29.6,19,2,0,0,0,19,0.0
Region VII (Central Visayas),PH07,Bohol,PH07012,Calape,PH0701210,17.9707,1.6914,9.4123,15.1883,20.7531,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,35,2,0.9429,4535,4276,768.0,Calape,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,70.7144,13242,1990,887617.5,484158.4,280799.7,64.13,36,3,1,0,1,33,0.0571
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Balabagan,PH1903602,22.9151,2.8224,12.3168,18.2722,27.5579,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,5,0,1.0,4271,4271,979.0,Balabagan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,86.1037,7346,1907,454846.5,340563.6,203915.0,49.6,5,2,0,0,0,5,0.0
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Santa Rita,PH0806017,35.7793,2.6256,7.3384,31.4601,40.0985,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,11,1,0.9091,4679,4254,1522.0,Santa Rita,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,243.9333,13260,1980,670711.9,354042.3,204240.8,19.18,11,2,0,1,0,10,0.0909
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Norte,PH09072,Piñan (New Piñan),PH0907209,43.4416,3.1378,7.2231,38.2799,48.6034,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,24,0,1.0,4245,4245,1844.0,Piñan,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,123.1303,7923,1741,567822.5,416190.5,253075.8,34.48,24,3,0,0,0,24,0.0
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Norte,PH09072,Sirawai,PH0907220,57.4502,4.5764,7.9658,49.9221,64.9783,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,15,0,1.0,4229,4229,2430.0,Sirawai,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,269.9665,7983,1801,418744.0,302515.0,180572.0,15.66,15,2,0,0,0,15,0.0
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Dagami,PH0803717,31.3554,2.5906,8.2619,27.094,35.6169,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,9,1,0.8889,4752,4224,1324.0,Dagami,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,124.5693,11597,2100,624847.5,356068.2,201366.8,38.15,9,3,0,0,1,8,0.1111
Region VII (Central Visayas),PH07,Bohol,PH07012,Panglao,PH0701233,19.8948,2.6235,13.1871,15.5791,24.2106,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,13,4,0.6923,6063,4197,835.0,Panglao,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,47.12,12492,3147,1204902.4,820192.8,534668.3,128.67,15,3,0,2,2,9,0.3077
Region VII (Central Visayas),PH07,Bohol,PH07012,President Carlos P. Garcia (Pitogo),PH0701235,26.4648,3.3511,12.6625,20.9522,31.9774,,cv_lte_20,2023.0,psa_sae_2023_city_municipal,sae_psgc_match,26,1,0.9615,4346,4179,1106.0,Pres. Carlos P. Garcia,https://psa.gov.ph/sites/default/files/phdsd/2_2023%20SAE_with%20PSGC_noHUC_06Feb2026.xlsx,46.8193,10581,2018,541808.5,318498.6,188855.3,92.82,26,3,1,0,0,25,0.0385
