adm1_name,adm1_pcode,adm2_name,adm2_pcode,adm3_name,adm3_pcode,area_sqkm,buildings_all,buildings_p85,buildings_p90,building_area_m2_all,building_area_m2_p85,building_area_m2_p90,buildings_p85_per_sqkm,registry_all,registry_principal,registry_clinical,osm_health,osm_hospital,osm_clinic,osm_doctors,registry_minus_osm_clinical,osm_to_registry_clinical_ratio,registry_gap_share,underobserved_buildings_adm3_p85_proxy
Region I (Ilocos Region),PH01,Pangasinan,PH01055,Agno,PH0105501,165.7819,12952,3286,947,779436.2,344548.7,139652.8,19.82,20,3,19,0,0,0,0,19,0.0,1.0,3286
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Allacapan,PH0201503,230.6476,16667,4222,1153,987970.3,439367.0,177205.3,18.3,10,2,9,2,1,0,1,7,0.2222,0.7778,3284
Region II (Cagayan Valley),PH02,Nueva Vizcaya,PH02050,Diadi,PH0205006,210.6663,11868,3612,1072,645092.4,337988.3,156605.3,17.15,11,3,11,1,0,1,0,10,0.0909,0.9091,3284
Region XI (Davao Region),PH11,Davao del Norte,PH11023,Talaingod,PH1102322,654.6075,6776,3283,1218,356532.3,241619.3,130475.9,5.02,7,1,7,0,0,0,0,7,0.0,1.0,3283
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Manjuyod,PH0704615,127.6982,9244,3278,1320,652377.0,340544.4,184234.1,25.67,29,1,27,0,0,0,0,27,0.0,1.0,3278
Region VII (Central Visayas),PH07,Cebu,PH07022,Catmon,PH0702216,110.5904,11289,3264,1283,628652.8,311376.1,174657.5,29.51,22,1,20,0,0,0,0,20,0.0,1.0,3264
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Tawi-Tawi,PH19070,Sibutu,PH1907011,105.1265,7102,4077,1772,397045.9,302148.0,182443.1,38.78,10,3,10,2,1,0,1,8,0.2,0.8,3262
Region XIII (Caraga),PH16,Dinagat Islands,PH16085,San Jose (Capital),PH1608506,32.283,8141,3258,1563,458391.7,260109.4,159062.2,100.92,18,4,16,0,0,0,0,16,0.0,1.0,3258
Region V (Bicol Region),PH05,Sorsogon,PH05062,Matnog,PH0506212,138.7755,12102,3328,1186,653831.0,272723.1,130188.6,23.98,42,3,42,1,1,0,0,41,0.0238,0.9762,3249
Region III (Central Luzon),PH03,Tarlac,PH03069,San Manuel,PH0306914,32.6786,13276,3789,1278,876523.3,482900.7,263928.6,115.95,8,3,7,1,0,1,0,6,0.1429,0.8571,3248
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Santa Margarita,PH0806016,126.0668,9254,3247,1469,487682.2,267243.1,167904.9,25.76,9,2,9,0,0,0,0,9,0.0,1.0,3247
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Santa,PH0102922,59.2354,10138,3241,1161,632610.5,367074.4,188894.8,54.71,30,3,29,0,0,0,0,29,0.0,1.0,3241
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Tolosa,PH0803749,22.598,9292,3699,1769,571898.5,352877.8,233523.9,163.69,8,5,8,1,0,1,0,7,0.125,0.875,3237
Cordillera Administrative Region (CAR),PH14,Benguet,PH14011,Kapangan,PH1401108,180.9692,13196,3589,1077,639418.7,305443.5,132342.9,19.83,20,6,20,2,2,0,0,18,0.1,0.9,3230
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Del Gallego,PH0501712,213.6845,10203,3324,1332,529895.0,263724.4,139465.1,15.56,35,2,35,1,0,0,1,34,0.0286,0.9714,3229
Region VI (Western Visayas),PH06,Guimaras,PH06079,Sibunag,PH0607905,136.4218,9811,3472,1581,515103.5,288183.1,173973.9,25.45,15,1,14,1,0,0,1,13,0.0714,0.9286,3224
Region III (Central Luzon),PH03,Aurora,PH03077,San Luis,PH0307708,598.3461,12471,3217,969,791203.1,365080.1,158848.8,5.38,17,1,15,0,0,0,0,15,0.0,1.0,3217
Region IV-A (Calabarzon),PH04,Cavite,PH04021,Cavite City,PH0402105,11.8737,23292,5782,1756,1989028.4,999366.0,436885.4,486.96,22,17,18,8,4,3,1,10,0.4444,0.5556,3212
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Cervantes,PH0102908,242.9897,11856,3208,875,709214.5,332477.3,127381.2,13.2,16,3,16,0,0,0,0,16,0.0,1.0,3208
Region X (Northern Mindanao),PH10,Misamis Occidental,PH10042,Plaridel,PH1004212,81.6849,6445,4183,2231,521349.7,424690.5,287801.2,51.21,17,4,17,4,2,0,2,13,0.2353,0.7647,3199
Region X (Northern Mindanao),PH10,Bukidnon,PH10013,Dangcagan,PH1001303,73.3101,5867,3361,1458,477261.2,349445.9,199528.5,45.85,18,2,18,1,0,1,0,17,0.0556,0.9444,3174
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Salcedo,PH0802619,118.6933,8500,3172,1439,482144.9,267750.6,167220.1,26.72,11,3,11,0,0,0,0,11,0.0,1.0,3172
Mimaropa Region,PH17,Marinduque,PH17040,Buenavista,PH1704002,76.6964,9431,3166,1282,473930.1,250998.1,133861.2,41.28,9,2,9,0,0,0,0,9,0.0,1.0,3166
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Santa Ana,PH0201523,434.7802,15138,3561,1046,1020706.2,484786.3,227788.5,8.19,10,3,9,1,1,0,0,8,0.1111,0.8889,3165
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Basilan,PH19007,Tipo-Tipo,PH1900706,44.8844,5621,3427,1540,297006.8,224789.0,129352.9,76.35,12,1,12,1,0,0,1,11,0.0833,0.9167,3142
Region II (Cagayan Valley),PH02,Quirino,PH02057,Saguday,PH0205705,50.1699,10182,3132,932,625215.7,324575.5,132134.4,62.43,12,2,11,0,0,0,0,11,0.0,1.0,3132
Region VI (Western Visayas),PH06,Aklan,PH06004,Makato,PH0600411,60.2871,10229,3479,1636,697164.1,385215.7,232616.8,57.71,10,2,10,1,0,0,1,9,0.1,0.9,3131
Region VII (Central Visayas),PH07,Cebu,PH07022,Tuburan,PH0702252,243.9097,9405,3237,1359,604683.1,335674.6,199170.3,13.27,61,4,58,2,1,0,1,56,0.0345,0.9655,3125
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Tawi-Tawi,PH19070,Simunul,PH1907004,56.3843,5162,3112,1632,361100.0,287278.6,198918.7,55.19,8,2,8,0,0,0,0,8,0.0,1.0,3112
Region V (Bicol Region),PH05,Camarines Sur,PH05017,Magarao,PH0501720,37.8473,10614,3109,1345,579722.3,285107.4,158941.5,82.15,17,2,17,0,0,0,0,17,0.0,1.0,3109
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Mauban,PH0405627,409.5995,10455,3108,911,837682.9,443617.3,226277.8,7.59,39,2,38,0,0,0,0,38,0.0,1.0,3108
Region III (Central Luzon),PH03,Zambales,PH03071,Candelaria,PH0307103,423.9439,12687,3494,1214,947568.8,483865.3,236431.4,8.24,19,2,18,2,1,0,1,16,0.1111,0.8889,3106
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Gandara,PH0806007,304.6021,9344,3875,1542,470630.8,265859.2,141318.0,12.72,16,2,15,3,1,2,0,12,0.2,0.8,3100
Region IV-A (Calabarzon),PH04,Batangas,PH04010,Balete,PH0401004,24.603,9893,3409,1659,594838.7,343884.8,213475.5,138.56,11,3,11,1,0,1,0,10,0.0909,0.9091,3099
Cordillera Administrative Region (CAR),PH14,Kalinga,PH14032,Rizal (Liwan),PH1403211,184.7888,10044,3099,1008,611008.9,310357.1,136785.7,16.77,20,5,18,0,0,0,0,18,0.0,1.0,3099
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,Tabina,PH0907327,67.155,5539,3096,1105,391139.5,265303.4,124586.1,46.1,7,2,7,0,0,0,0,7,0.0,1.0,3096
Region I (Ilocos Region),PH01,Ilocos Norte,PH01028,Pagudpud,PH0102815,193.1729,12990,3527,1172,805229.2,398830.6,195887.5,18.26,11,3,8,1,0,1,0,7,0.125,0.875,3086
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Moises Padilla (Magallon),PH0604519,140.5983,11928,3086,1102,579484.2,247255.0,124999.4,21.95,10,2,10,0,0,0,0,10,0.0,1.0,3086
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Jimalalud,PH0704612,154.7672,10591,3082,1043,502063.3,243009.2,115651.6,19.91,14,2,14,0,0,0,0,14,0.0,1.0,3082
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Sinait,PH0102930,68.8647,15089,4448,1605,976903.8,515543.6,261434.8,64.59,14,4,13,4,3,1,0,9,0.3077,0.6923,3079
Region VI (Western Visayas),PH06,Iloilo,PH06030,Leon,PH0603028,139.1273,20800,5631,2274,1138635.4,520274.1,281777.2,40.47,13,2,11,5,0,1,4,6,0.4545,0.5455,3072
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Lavezares,PH0804811,103.5269,10424,3068,1077,535949.0,241558.9,114315.0,29.63,15,2,15,0,0,0,0,15,0.0,1.0,3068
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Pagsanjan,PH0403419,28.2009,15452,4374,1364,1180447.9,573013.9,265506.1,155.1,27,4,20,6,2,4,0,14,0.3,0.7,3062
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Canlaon City,PH0704608,147.5186,10265,3498,1358,613078.4,315826.0,167724.3,23.71,24,3,24,3,1,0,2,21,0.125,0.875,3061
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Mayorga,PH0803735,41.2928,7522,3053,1370,427808.8,240509.1,141538.7,73.94,7,4,7,0,0,0,0,7,0.0,1.0,3053
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,Hinoba-an (Asia),PH0604512,402.0377,11222,3402,1326,738624.6,362764.9,194918.4,8.46,20,3,19,2,1,0,1,17,0.1053,0.8947,3044
Region VII (Central Visayas),PH07,Bohol,PH07012,Clarin,PH0701214,45.4239,8843,3044,1303,583643.5,323391.6,183450.3,67.01,26,3,26,0,0,0,0,26,0.0,1.0,3044
Region VI (Western Visayas),PH06,Iloilo,PH06030,Alimodian,PH0603002,101.1921,15333,4344,1933,869554.3,423468.3,248183.8,42.93,14,2,10,3,2,0,1,7,0.3,0.7,3041
Region IV-A (Calabarzon),PH04,Quezon,PH04056,Atimonan,PH0405603,221.2993,11834,3902,1382,833168.4,413032.2,199333.3,17.63,19,4,18,4,3,0,1,14,0.2222,0.7778,3035
Region VI (Western Visayas),PH06,Capiz,PH06019,Ivisan,PH0601905,57.9065,10058,3213,1345,692866.8,363669.3,203346.0,55.49,18,3,18,1,0,0,1,17,0.0556,0.9444,3034
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Sur,PH09073,San Miguel,PH0907324,92.5025,6037,3539,1367,390783.5,283391.4,152124.3,38.26,7,2,7,1,0,0,1,6,0.1429,0.8571,3033
Region V (Bicol Region),PH05,Albay,PH05005,Pio Duran,PH0500513,140.754,15304,4241,1422,790901.6,332776.2,152671.9,30.13,14,4,14,4,2,1,1,10,0.2857,0.7143,3029
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Lagonglong,PH1004313,47.3661,8202,3357,1719,443391.9,274999.2,174743.4,70.87,10,1,10,1,0,1,0,9,0.1,0.9,3021
Region III (Central Luzon),PH03,Bulacan,PH03014,Doña Remedios Trinidad,PH0301424,991.4456,15534,3774,1062,834746.2,380820.5,173957.0,3.81,10,2,10,2,0,0,2,8,0.2,0.8,3019
Region VII (Central Visayas),PH07,Bohol,PH07012,Buenavista,PH0701209,109.1351,9331,3016,1254,546356.7,285556.2,163224.7,27.64,32,2,32,0,0,0,0,32,0.0,1.0,3016
Region VII (Central Visayas),PH07,Cebu,PH07022,Badian,PH0702207,116.6373,11549,3616,1458,687068.9,343233.3,194255.6,31.0,20,4,18,3,1,0,2,15,0.1667,0.8333,3013
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Alcala,PH0201502,180.521,19948,4205,849,1222520.4,437187.0,131404.7,23.29,9,2,7,2,1,0,1,5,0.2857,0.7143,3004
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Santa Catalina,PH0102923,8.9473,8477,2995,1272,533358.1,324961.1,180460.4,334.74,12,2,11,0,0,0,0,11,0.0,1.0,2995
Mimaropa Region,PH17,Palawan,PH17053,Sofronio Española,PH1705324,442.0422,17996,3243,146,961094.1,329348.9,43675.9,7.34,13,2,13,1,1,0,0,12,0.0769,0.9231,2994
Region VII (Central Visayas),PH07,Cebu,PH07022,Poro,PH0702238,65.7485,9212,2993,1262,551236.2,292179.9,169483.5,45.52,17,2,17,0,0,0,0,17,0.0,1.0,2993
Region VI (Western Visayas),PH06,Iloilo,PH06030,Lemery,PH0603027,149.5015,10192,2990,1179,618880.0,300503.1,163358.3,20.0,8,2,8,0,0,0,0,8,0.0,1.0,2990
Region VI (Western Visayas),PH06,Capiz,PH06019,Cuartero,PH0601901,105.527,9377,2988,1223,568774.0,289373.2,160723.9,28.32,23,2,22,0,0,0,0,22,0.0,1.0,2988
Region VI (Western Visayas),PH06,Aklan,PH06004,Altavas,PH0600401,94.901,7159,3412,1688,538330.2,351845.1,210769.0,35.95,8,2,8,1,1,0,0,7,0.125,0.875,2986
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Santa Lucia,PH0102925,44.2202,12934,3356,1036,985249.9,443729.9,193079.4,75.89,9,2,9,1,0,1,0,8,0.1111,0.8889,2983
Region III (Central Luzon),PH03,Aurora,PH03077,Dingalan,PH0307705,354.3677,11475,2973,853,628222.4,290275.1,129511.2,8.39,13,3,12,0,0,0,0,12,0.0,1.0,2973
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Masiu,PH1903618,59.7115,6367,3713,1662,476307.0,344526.1,192122.3,62.18,5,2,5,1,0,1,0,4,0.2,0.8,2970
Region I (Ilocos Region),PH01,La Union,PH01033,San Gabriel,PH0103315,121.7998,11406,2964,905,542219.0,256608.7,107289.5,24.34,14,2,14,0,0,0,0,14,0.0,1.0,2964
Region XIII (Caraga),PH16,Surigao del Norte,PH16067,Gigaquit,PH1606711,141.2867,7395,3176,1524,463133.1,282049.5,167637.9,22.48,15,3,15,1,1,0,0,14,0.0667,0.9333,2964
Mimaropa Region,PH17,Palawan,PH17053,Dumaran,PH1705311,526.175,7959,2963,1151,434890.5,239807.3,118636.7,5.63,23,2,23,0,0,0,0,23,0.0,1.0,2963
Region IV-A (Calabarzon),PH04,Batangas,PH04010,Santa Teresita,PH0401027,15.3674,6327,2956,1594,504677.5,342364.3,226255.1,192.36,16,1,16,0,0,0,0,16,0.0,1.0,2956
Region XIII (Caraga),PH16,Surigao del Sur,PH16068,Cagwait,PH1606804,78.2561,7591,2956,1380,489176.7,279265.9,163728.0,37.77,12,2,12,0,0,0,0,12,0.0,1.0,2956
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Santa Teresita,PH0201525,127.5723,9400,2942,798,580311.2,304305.0,127708.1,23.06,16,3,16,0,0,0,0,16,0.0,1.0,2942
Region IV-A (Calabarzon),PH04,Batangas,PH04010,San Nicolas,PH0401025,21.3279,9094,3918,2160,638926.6,431627.9,289534.2,183.7,4,1,4,1,0,0,1,3,0.25,0.75,2938
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Maguindanao del Sur,PH19088,Datu Anggal Midtimbang,PH1908831,33.3829,4709,2931,1444,221870.7,175063.8,108574.5,87.8,9,4,9,0,0,0,0,9,0.0,1.0,2931
Region VII (Central Visayas),PH07,Cebu,PH07022,Santander,PH0702245,33.0392,7957,2928,1334,518439.9,298013.3,182002.8,88.62,11,2,11,0,0,0,0,11,0.0,1.0,2928
Cordillera Administrative Region (CAR),PH14,Benguet,PH14011,Atok,PH1401101,178.4999,13642,3654,921,736551.5,370212.0,142841.4,20.47,10,2,10,2,1,1,0,8,0.2,0.8,2923
Mimaropa Region,PH17,Occidental Mindoro,PH17051,Lubang,PH1705104,125.2726,7261,3110,1457,492208.2,297578.3,175063.1,24.83,17,5,16,1,1,0,0,15,0.0625,0.9375,2916
Region XIII (Caraga),PH16,Agusan del Norte,PH16002,Remedios T. Romualdez,PH1600212,82.3465,6195,2912,1591,394476.1,263058.7,169878.0,35.36,10,2,10,0,0,0,0,10,0.0,1.0,2912
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Hindang,PH0803720,46.2924,7950,3271,1732,528018.1,328579.8,219343.1,70.66,9,4,9,1,0,0,1,8,0.1111,0.8889,2908
Region VII (Central Visayas),PH07,Bohol,PH07012,Anda,PH0701203,66.2732,6314,3075,1616,444883.2,296799.9,194363.5,46.4,18,3,18,1,0,0,1,17,0.0556,0.9444,2904
Region II (Cagayan Valley),PH02,Nueva Vizcaya,PH02050,Kayapa,PH0205010,517.514,10725,2988,645,557394.4,250076.2,85500.1,5.77,35,5,34,1,1,0,0,33,0.0294,0.9706,2900
Region X (Northern Mindanao),PH10,Lanao del Norte,PH10035,Bacolod,PH1003501,63.3813,6623,3441,1422,445601.2,313578.7,174590.8,54.29,20,3,19,3,1,1,1,16,0.1579,0.8421,2898
Region VI (Western Visayas),PH06,Antique,PH06006,Patnongon,PH0600612,133.2877,10041,3040,1262,700754.1,349918.8,198396.4,22.81,20,2,20,1,0,0,1,19,0.05,0.95,2888
Region IV-A (Calabarzon),PH04,Batangas,PH04010,Alitagtag,PH0401002,25.4722,10801,4529,2416,734558.4,474031.4,313482.4,177.8,11,2,11,4,0,4,0,7,0.3636,0.6364,2882
Cordillera Administrative Region (CAR),PH14,Apayao,PH14081,Luna,PH1408105,320.6579,12149,3129,1005,829894.7,394190.4,189911.7,9.76,27,3,25,2,1,0,1,23,0.08,0.92,2879
Region X (Northern Mindanao),PH10,Misamis Occidental,PH10042,Sinacaban,PH1004214,89.5139,6135,3494,1517,415583.4,313987.7,185888.5,39.03,17,1,17,3,2,0,1,14,0.1765,0.8235,2877
Region II (Cagayan Valley),PH02,Cagayan,PH02015,Pamplona,PH0201518,213.0824,12362,3027,954,742996.3,347874.2,172299.5,14.21,21,2,20,1,0,1,0,19,0.05,0.95,2876
Region VII (Central Visayas),PH07,Bohol,PH07012,Garcia Hernandez,PH0701222,96.4977,8551,2966,1270,627835.6,336572.1,193151.3,30.74,32,2,32,1,0,1,0,31,0.0312,0.9688,2873
Mimaropa Region,PH17,Palawan,PH17053,Cuyo,PH1705310,42.7924,8609,3232,1459,606314.6,358292.0,206747.4,75.53,18,2,18,2,1,0,1,16,0.1111,0.8889,2873
Region VII (Central Visayas),PH07,Negros Oriental,PH07046,Tayasan,PH0704622,177.2711,8284,2963,1105,518928.0,274296.4,141191.3,16.71,31,3,31,1,1,0,0,30,0.0323,0.9677,2867
Cordillera Administrative Region (CAR),PH14,Benguet,PH14011,Tublay,PH1401114,76.297,13475,3581,1135,871764.5,394086.3,169897.6,46.94,10,2,10,2,0,1,1,8,0.2,0.8,2865
Region I (Ilocos Region),PH01,La Union,PH01033,Pugo,PH0103312,52.0768,9580,2862,1016,622042.4,330288.8,161355.1,54.96,8,2,8,0,0,0,0,8,0.0,1.0,2862
Region VII (Central Visayas),PH07,Bohol,PH07012,Sierra Bullones,PH0701240,99.2545,9790,2980,1102,658230.3,317798.7,157166.6,30.02,27,2,25,1,0,0,1,24,0.04,0.96,2861
Cordillera Administrative Region (CAR),PH14,Apayao,PH14081,Flora,PH1408103,243.7406,11264,3027,838,654727.4,302967.5,125934.1,12.42,18,3,18,1,1,0,0,17,0.0556,0.9444,2859
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Inopacan,PH0803721,122.2426,7810,3265,1714,491390.4,302426.7,195217.6,26.71,8,2,8,1,0,0,1,7,0.125,0.875,2857
Region VIII (Eastern Visayas),PH08,Eastern Samar,PH08026,Guiuan,PH0802609,176.4236,21933,7736,3675,1179776.2,664231.3,427376.3,43.85,22,8,19,12,5,6,1,7,0.6316,0.3684,2850
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Special Geographic Area,PH19099,Special Geographic Area - Kabacan,PH1909902,105.5767,5083,2850,1386,257165.7,187548.6,114571.7,26.99,8,1,8,0,0,0,0,8,0.0,1.0,2850
Region I (Ilocos Region),PH01,Pangasinan,PH01055,Burgos,PH0105516,115.2532,10116,2849,914,678501.5,334972.5,153425.8,24.72,17,3,16,0,0,0,0,16,0.0,1.0,2849
Region III (Central Luzon),PH03,Zambales,PH03071,Cabangan,PH0307102,205.8585,10516,2846,836,764732.8,370561.7,173296.5,13.83,19,1,19,0,0,0,0,19,0.0,1.0,2846
Region VII (Central Visayas),PH07,Bohol,PH07012,Alicia,PH0701202,81.7358,9924,3047,1204,692454.4,399804.2,251899.4,37.28,15,2,15,1,0,1,0,14,0.0667,0.9333,2844
Cordillera Administrative Region (CAR),PH14,Benguet,PH14011,Bakun,PH1401103,315.2385,12708,3554,894,553748.7,264992.5,101651.9,11.27,10,3,10,2,2,0,0,8,0.2,0.8,2843
Cordillera Administrative Region (CAR),PH14,Benguet,PH14011,Kabayan,PH1401107,190.1783,10038,2838,687,443504.4,211265.4,73615.0,14.92,20,2,20,0,0,0,0,20,0.0,1.0,2838
Region V (Bicol Region),PH05,Albay,PH05005,Santo Domingo (Libog),PH0500516,54.7835,14515,3310,1098,782715.8,324112.0,175955.9,60.42,7,3,7,1,0,1,0,6,0.1429,0.8571,2837
Region VI (Western Visayas),PH06,Antique,PH06006,Tobias Fornier (Dao),PH0600607,110.8159,9957,2966,1327,607389.6,316616.2,187499.7,26.77,23,3,22,1,1,0,0,21,0.0455,0.9545,2831
Region VIII (Eastern Visayas),PH08,Leyte,PH08037,Mahaplag,PH0803731,189.4522,9159,2831,1126,527289.4,250320.2,136452.2,14.94,8,2,8,0,0,0,0,8,0.0,1.0,2831
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Marabut,PH0806010,136.8642,7550,3235,1400,355475.4,207839.2,117102.3,23.64,8,2,8,1,0,1,0,7,0.125,0.875,2831
Region II (Cagayan Valley),PH02,Quirino,PH02057,Nagtipunan,PH0205706,1189.967,8673,2826,764,557683.1,278654.9,107486.6,2.37,19,2,18,0,0,0,0,18,0.0,1.0,2826
Region VI (Western Visayas),PH06,Iloilo,PH06030,New Lucena,PH0603032,39.5178,9816,3179,1520,665372.1,379383.1,249002.6,80.44,10,2,9,1,0,0,1,8,0.1111,0.8889,2826
Region IX (Zamboanga Peninsula),PH09,Zamboanga del Norte,PH09072,Godod,PH0907225,237.5634,5257,2823,1099,271307.5,190428.7,107903.2,11.88,19,2,19,0,0,0,0,19,0.0,1.0,2823
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Salay,PH1004322,78.6087,7832,2970,1470,555654.7,336388.9,222067.8,37.78,21,3,20,1,0,0,1,19,0.05,0.95,2822
Region IV-A (Calabarzon),PH04,Laguna,PH04034,Liliw,PH0403410,42.8445,9832,3174,1280,782889.8,382947.6,201088.8,74.08,10,3,9,1,0,1,0,8,0.1111,0.8889,2821
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Basilan,PH19007,Hadji Mohammad Ajul,PH1900710,63.2606,4809,3166,1563,255456.7,202278.7,122842.2,50.05,9,1,9,1,0,0,1,8,0.1111,0.8889,2814
Region VII (Central Visayas),PH07,Cebu,PH07022,Moalboal,PH0702233,68.6703,8930,3405,1525,690196.8,393681.1,239244.6,49.58,20,3,17,3,0,2,1,14,0.1765,0.8235,2804
Region XIII (Caraga),PH16,Surigao del Norte,PH16067,Mainit,PH1606714,107.5335,10670,4006,1876,678933.6,383522.8,233667.4,37.25,10,4,10,3,0,1,2,7,0.3,0.7,2804
Region VII (Central Visayas),PH07,Bohol,PH07012,Maribojoc,PH0701232,55.1792,8183,3096,1266,575535.6,319300.8,169664.2,56.11,21,3,21,2,1,0,1,19,0.0952,0.9048,2801
Region VIII (Eastern Visayas),PH08,Samar (Western Samar),PH08060,Jiabong,PH0806009,121.6353,6519,2798,1267,336225.5,194815.1,108774.8,23.0,8,3,8,0,0,0,0,8,0.0,1.0,2798
Region VIII (Eastern Visayas),PH08,Northern Samar,PH08048,Palapag,PH0804814,178.2356,9962,3415,1432,506386.7,245350.2,131199.8,19.16,11,2,11,2,0,1,1,9,0.1818,0.8182,2794
Region XIII (Caraga),PH16,Dinagat Islands,PH16085,Cagdianao,PH1608502,198.6084,6847,2989,1413,369214.5,217605.5,131410.7,15.05,15,1,15,1,0,0,1,14,0.0667,0.9333,2790
Region III (Central Luzon),PH03,Bulacan,PH03014,Balagtas (Bigaa),PH0301402,21.4806,22917,8925,3626,2400863.5,1711586.4,1171765.4,415.49,26,8,16,11,2,5,4,5,0.6875,0.3125,2789
Region XIII (Caraga),PH16,Agusan del Sur,PH16003,Santa Josefa,PH1600310,110.9006,10547,4337,1546,761631.2,451334.9,222044.3,39.11,14,3,14,5,1,3,1,9,0.3571,0.6429,2788
Region VII (Central Visayas),PH07,Bohol,PH07012,Bien Unido,PH0701248,27.0776,11140,2787,1088,552720.4,246853.5,131561.6,102.93,17,2,17,0,0,0,0,17,0.0,1.0,2787
Region VI (Western Visayas),PH06,Iloilo,PH06030,Anilao,PH0603003,101.9484,11644,3251,1406,613403.4,323611.7,204114.0,31.89,8,2,7,1,0,0,1,6,0.1429,0.8571,2786
Region X (Northern Mindanao),PH10,Misamis Oriental,PH10043,Libertad,PH1004315,35.9663,5590,3073,1301,376385.7,287812.7,192534.2,85.44,10,1,10,1,0,1,0,9,0.1,0.9,2766
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Picong (Sultan Gumander),PH1903635,153.0549,5484,2763,1010,294928.9,193424.9,98757.3,18.05,5,2,5,0,0,0,0,5,0.0,1.0,2763
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Maguindanao del Sur,PH19088,Pandag,PH1908833,44.6548,5305,2760,1203,322308.8,218888.0,122098.0,61.81,7,3,7,0,0,0,0,7,0.0,1.0,2760
Region VI (Western Visayas),PH06,Iloilo,PH06030,Igbaras,PH0603021,131.544,10211,2851,1110,639912.5,287340.9,149223.4,21.67,33,2,31,1,0,0,1,30,0.0323,0.9677,2759
Region XIII (Caraga),PH16,Surigao del Norte,PH16067,Dapa,PH1606707,84.0212,8976,4128,2196,596108.0,394948.9,266174.0,49.13,12,2,9,3,1,1,1,6,0.3333,0.6667,2752
Region VI (Western Visayas),PH06,Iloilo,PH06030,Mina,PH0603031,39.4025,9007,2750,1228,575872.3,311213.3,186251.8,69.79,12,2,10,0,0,0,0,10,0.0,1.0,2750
Mimaropa Region,PH17,Romblon,PH17059,Romblon (Capital),PH1705910,88.4692,9404,2823,1177,567444.4,282911.7,160682.4,31.91,34,2,33,1,1,0,0,32,0.0303,0.9697,2737
Bangsamoro Autonomous Region In Muslim Mindanao (BARMM),PH19,Lanao del Sur,PH19036,Amai Manabilang (Bumbaran),PH1903637,328.3307,5329,2736,1108,274781.2,196529.5,116001.3,8.33,3,2,3,0,0,0,0,3,0.0,1.0,2736
Cordillera Administrative Region (CAR),PH14,Abra,PH14001,Bucay,PH1400103,98.971,9461,2725,857,612381.9,298559.4,126280.8,27.53,17,3,17,0,0,0,0,17,0.0,1.0,2725
Region I (Ilocos Region),PH01,Ilocos Sur,PH01029,Santiago,PH0102927,47.7542,9061,2718,886,691786.5,359576.6,168522.6,56.92,27,2,26,0,0,0,0,26,0.0,1.0,2718
Region VI (Western Visayas),PH06,Negros Occidental,PH06045,San Enrique,PH0604525,28.2691,9762,2714,1214,549153.8,275190.1,167115.8,96.01,12,2,12,0,0,0,0,12,0.0,1.0,2714
